year,suburbName,postcode,businessName,industryCode,industryName,x-coordinate,y-coordinate
2011,Melbourne (CBD),3000,Zuroona Cafe,4511,Cafes and Restaurants,144.961439,-37.8173062
2011,Melbourne (CBD),3000,Degani Bakery Cafe,4511,Cafes and Restaurants,144.9570682,-37.81518319
2011,Melbourne (CBD),3000,Cafe Salida,4511,Cafes and Restaurants,144.9570682,-37.81518319
2011,Melbourne (CBD),3000,Slate Restaurant Bar,4511,Cafes and Restaurants,144.9570682,-37.81518319
2006,Melbourne (CBD),3000,Rose Garden Barbecue Shop,4511,Cafes and Restaurants,144.9603439,-37.80885861
2006,Melbourne (CBD),3000,Mr Bird's MYO,4511,Cafes and Restaurants,144.957712,-37.81937993
2006,Melbourne (CBD),3000,Zam Aam Restaurant,4511,Cafes and Restaurants,144.9614561,-37.81220274
2011,Melbourne (CBD),3000,Momo Station,4511,Cafes and Restaurants,144.9665978,-37.81376503
2011,Melbourne (CBD),3000,KFC,4511,Cafes and Restaurants,144.9674434,-37.81326165
2006,Melbourne (CBD),3000,Yuriya Japanese Restaurant,4511,Cafes and Restaurants,144.96713,-37.8118553
2006,Melbourne (CBD),3000,Kum Den,4511,Cafes and Restaurants,144.9670449,-37.81172075
2006,Melbourne (CBD),3000,Wing Cheong Trading & Co,4110,Supermarket and Grocery Stores,144.9668027,-37.81168478
2006,Melbourne (CBD),3000,Lemon Bistro,4511,Cafes and Restaurants,144.966942,-37.81186912
2006,Melbourne (CBD),3000,City BBQ Restaurant,4511,Cafes and Restaurants,144.966942,-37.81186912
2006,Melbourne (CBD),3000,Wing Loong 2 Restaurant,4511,Cafes and Restaurants,144.9666148,-37.81185359
2006,Melbourne (CBD),3000,Supper Inn,4511,Cafes and Restaurants,144.9661302,-37.81188094
2006,Melbourne (CBD),3000,Ling Nam Chinese Restaurant,4511,Cafes and Restaurants,144.9665408,-37.81199247
2006,Melbourne (CBD),3000,Kun Ming Cafe,4511,Cafes and Restaurants,144.9662792,-37.81203484
2006,Melbourne (CBD),3000,Sambal Kampung,4511,Cafes and Restaurants,144.9658727,-37.81222127
2006,Melbourne (CBD),3000,Gaylord Indian Restaurant,4511,Cafes and Restaurants,144.9657704,-37.81206133
2006,Melbourne (CBD),3000,Camy Shanghai Dumpling And Noodle Restaurant,4511,Cafes and Restaurants,144.9654386,-37.8118662
2006,Melbourne (CBD),3000,Pancake Dessert House,4511,Cafes and Restaurants,144.9672768,-37.8124312
2006,Melbourne (CBD),3000,Kings No.1 Cafe,4511,Cafes and Restaurants,144.9672768,-37.8124312
2006,Melbourne (CBD),3000,Gogo Sushi,4511,Cafes and Restaurants,144.9656117,-37.81278915
